"","chr","coord","pwm","shape","score"
"11727","chr15",6622689,15.8929777145386,2.32020831108093,18.3981289302397
"11732","chr15",95767940,12.1928520202637,2.10202503204346,14.4040614098862
"11737","chr15",79753208,14.1797733306885,1.24921011924744,14.8420678774464
"11739","chr15",85266905,15.2003946304321,2.20903038978577,17.5593922834174
"11740","chr15",34968760,14.4512023925781,1.18082225322723,14.9459214465927
"11741","chr15",35071623,14.4699325561523,0.721592962741852,13.498734080511
"11743","chr15",14628696,15.0872411727905,1.66316139698029,16.6014223533331
"11747","chr15",102381740,14.7712001800537,1.45967936515808,15.8969441659385
"11757","chr15",76552889,16.0961303710938,1.34160029888153,16.9707998194054
"11765","chr15",84348950,14.1484479904175,2.67929887771606,17.0819051602873
"11768","chr15",56336641,14.1485328674316,1.09707498550415,14.4242937661366
"11771","chr15",99000699,12.722617149353,1.42200171947479,13.7705231818534
"11776","chr15",66904453,14.2457962036133,1.07236623764038,14.4537538625071
"11778","chr15",15329981,14.2036724090576,1.13024759292603,14.5680993698253
"11780","chr15",25604377,13.6428117752075,1.54946839809418,14.9462353486213
"11782","chr15",94342547,13.7506303787231,1.09618151187897,14.0239662248838
"11787","chr15",30303006,13.8167362213135,2.14577698707581,16.0892621130867
"11789","chr15",34743220,13.3917007446289,1.03441298007965,13.4924062956145
"11798","chr15",25441157,11.9546613693237,2.6557092666626,14.8617966327864
"11799","chr15",37114226,15.4853515625,1.74348843097687,17.1399251309983
"11809","chr15",9055907,13.0706195831299,2.10511112213135,15.2861956483289
"11828","chr15",98089972,12.4723644256592,2.55837798118591,15.2683640289148
"11832","chr15",99327119,14.0697393417358,2.43707823753357,16.7211620410706
"11834","chr15",37357132,13.5392875671387,0.99670422077179,13.5294616392129
"11842","chr15",73069036,15.2659101486206,2.08817315101624,17.4574404674842
"11843","chr15",79224902,14.6298999786377,4.84405040740967,19.3260001154748
"11844","chr15",80112673,11.117603302002,4.4529070854187,15.5631038628769
"11848","chr15",41325826,15.3905935287476,1.33428120613098,16.2489805075849
"11850","chr15",76409853,12.7389278411865,1.52303457260132,13.9911352279728
"11860","chr15",79243370,14.1754159927368,2.08196759223938,16.3580878293778
"11861","chr15",7134589,13.9360723495483,1.48596751689911,15.1149438766033
"11863","chr15",79832220,13.6257038116455,1.5634526014328,14.9558698459435
"11866","chr15",27647882,14.6394910812378,1.75391685962677,16.3118148401065
"11869","chr15",31321159,14.3793563842773,0.921903729438782,14.1373277851328
"11871","chr15",11972025,14.0012502670288,2.5883891582489,16.8319620790196
"11876","chr15",89623761,13.9313802719116,1.70019602775574,15.5111127611796
"11881","chr15",73720932,14.8750495910645,1.95648050308228,16.872686723154
"11885","chr15",79128424,15.5509872436523,2.35357999801636,18.0986439780378
"11889","chr15",76472707,13.262622833252,1.91382610797882,15.1946507541154
"11892","chr15",97327678,12.279016494751,2.94145512580872,15.4903231930929
"11894","chr15",95773665,14.7467031478882,2.55453968048096,17.5382338670055
"11902","chr15",91969569,15.4964714050293,1.79334259033203,17.2349609531522
"11908","chr15",12371314,14.8093404769897,1.38796663284302,15.785139831489
"11921","chr15",89158147,13.8401556015015,1.10724854469299,14.1433909801061
"11939","chr15",60693913,13.2198162078857,1.13466918468475,13.5958644967273
"11943","chr15",73791897,13.222074508667,2.61486506462097,16.0830769541459
"11944","chr15",94769307,13.5225238800049,1.56619596481323,14.8579080659061
"11948","chr15",59389409,12.5600957870483,1.70178711414337,14.142612412351
"11949","chr15",76468494,14.4901428222656,3.15420937538147,17.9093054645304
"11951","chr15",94265847,15.0723962783813,3.74752926826477,19.004576811877
"11960","chr15",85610722,15.217399597168,1.45877408981323,16.3412970514204
"11961","chr15",42962883,12.5240345001221,2.56958675384521,15.3330460579743
"11971","chr15",90680148,14.8035192489624,0.889179229736328,14.4539157973751
"11972","chr15",82266546,14.3982887268066,4.76711416244507,19.0467355543796
"11983","chr15",75727763,11.7321767807007,2.82284212112427,14.8209722028431
"11992","chr15",101456093,14.5406103134155,0.710998296737671,13.5253866002753
"11996","chr15",78178580,13.5786008834839,1.66565704345703,15.0972450123111
"12003","chr15",7460287,13.9747467041016,1.02965128421783,14.0617191727135
"12014","chr15",85913788,12.9530162811279,2.85185599327087,16.0722482608396
"12019","chr15",68192439,14.2365283966064,0.800498843193054,13.5742078223552
"12022","chr15",86243922,13.7474431991577,1.42837989330292,14.8086698039824
"12024","chr15",74524283,13.5626821517944,2.69614148139954,16.514791322222
"12036","chr15",74896494,14.1723136901855,1.05605602264404,14.3346530370696
"12056","chr15",94379622,14.3996152877808,1.32789397239685,15.243719714117
"12151","chr15",87536372,13.6046714782715,1.69583570957184,15.1767607627316
"12152","chr15",8200496,13.3554563522339,1.25291466712952,14.0265645404932
"12153","chr15",91301526,13.3554563522339,2.81165242195129,16.4324297231731
"12154","chr15",100847379,13.3554563522339,1.31385481357574,14.1679247123575
"12173","chr15",81956679,14.302864074707,3.46346354484558,18.0004179308488
"12183","chr15",54070162,13.9169721603394,0.920218467712402,13.6694975584007
"12196","chr15",98877528,15.6161937713623,2.26205086708069,18.0457874489356
"12215","chr15",99497249,13.9181861877441,2.19617486000061,16.2598116783396
"12220","chr15",96936905,12.2640743255615,1.63074064254761,13.7196612183744
"12221","chr15",25805400,13.4239845275879,1.66744816303253,14.9458275840587
"12223","chr15",68937430,13.6364631652832,1.40414917469025,14.6467647358801
"12231","chr15",71917792,11.7642107009888,1.81207096576691,13.5336229729849
"12237","chr15",81355548,10.7661685943604,3.133948802948,14.1661507962878
"12262","chr15",98580272,12.4727878570557,1.3540815114975,13.3750198984428
"12265","chr15",12092283,13.746150970459,2.68303084373474,16.6837511223904
"12286","chr15",74589905,13.4220714569092,3.67670011520386,17.2974579638242
"12316","chr15",74923648,12.8961400985718,3.49720191955566,16.6225479272054
"12320","chr15",63896166,12.4574222564697,4.21814393997192,16.7417123845413
"12324","chr15",95725998,13.5147275924683,2.44496250152588,16.1757639560971
"12331","chr15",3441730,13.857536315918,0.843244731426239,13.3500571181119
"12349","chr15",81027726,10.98681640625,2.54488396644592,13.767075341899
"12353","chr15",75715052,13.6960849761963,1.35926377773285,14.6096865865853
"12412","chr15",80216308,13.7408218383789,0.907020807266235,13.4503502618801
"12413","chr15",7974559,13.333194732666,1.94121730327606,15.3075204591213
"12421","chr15",88091596,12.7880601882935,1.20889937877655,13.3527238326008
"12429","chr15",61983428,14.5000123977661,1.39119565486908,15.4827282479716
"12438","chr15",99596150,13.5057621002197,1.18230259418488,14.0042102536544
"12506","chr15",13088821,12.593376159668,3.27651739120483,16.1257725948246
"12525","chr15",85257972,13.594367980957,1.19336557388306,14.1205377344032
"12538","chr15",85599048,12.7201862335205,1.32749629020691,13.5633991285399
"12549","chr15",99678254,11.7121992111206,2.62759447097778,14.5876561452937
"12556","chr15",91900444,13.9170532226562,1.13614499568939,14.2969703270471
"12584","chr15",85328642,12.6354036331177,1.30831015110016,13.4352843458818
"12608","chr15",102178451,12.4306755065918,2.79455637931824,15.4894955398526
"12610","chr15",6238367,14.0594568252563,1.97958469390869,16.0920371259828
"12620","chr15",101221929,13.5931081771851,1.12904989719391,13.954379392686
"12632","chr15",99026477,12.5930500030518,3.00441694259644,15.8673953276833
"12639","chr15",72083814,13.5517654418945,1.05981230735779,13.7246729428868
"12643","chr15",18821557,10.8516702651978,2.29357552528381,13.3224583288787
"12682","chr15",76550290,11.4373006820679,2.6743004322052,14.3651998583456
"12690","chr15",77982357,12.0925388336182,1.54425370693207,13.385928351039
"12698","chr15",100338032,13.5953321456909,1.95145070552826,15.5853074453111
"12710","chr15",101339727,14.1900548934937,0.871647834777832,13.78118034881
"12767","chr15",58974527,14.1118116378784,2.53320670127869,16.8783816192255
"12771","chr15",97751794,15.4932327270508,0.672918915748596,14.3141696607377
"12775","chr15",82065705,12.801420211792,2.20607352256775,15.1564311076932
"12814","chr15",81698067,13.3802366256714,2.03325247764587,15.4924359477838
"12825","chr15",103092670,12.1937665939331,1.43758690357208,13.274117156863
"12830","chr15",79830571,12.5472173690796,1.96203303337097,14.5532897654206
"12842","chr15",80045935,11.8704767227173,1.79762649536133,13.6160678869277
"12854","chr15",27316511,12.1787643432617,1.81705248355865,13.9563478753372
"12867","chr15",34541142,12.0066070556641,1.95881974697113,14.0078008227689
"12880","chr15",7899426,13.29505443573,1.34904730319977,14.1861999950736
"12913","chr15",85757955,11.9450016021729,2.60474395751953,14.7944610287066
"12947","chr15",76417242,12.2481698989868,1.63161504268646,13.7053523319447
"12962","chr15",94557656,12.8802804946899,3.08436417579651,16.2327934327882
"12964","chr15",76818202,12.2003040313721,2.41223764419556,14.8212327510847
"12975","chr15",85477784,10.9373912811279,3.10175633430481,14.3066407357142
"13004","chr15",37120622,12.9324178695679,2.19193816184998,15.2682958642657
"13006","chr15",55097235,12.4774942398071,2.6707022190094,15.4013859685136
"13031","chr15",84755172,12.8080644607544,1.91245377063751,14.7379573073715
"13051","chr15",93089524,12.2256460189819,1.4867228269577,13.4060300775156
"13074","chr15",89730430,12.8029479980469,1.51553165912628,14.0404562785425
"13098","chr15",87367569,13.3314733505249,1.38450980186462,14.2998503910178
"13127","chr15",92526907,11.4055500030518,1.94476795196533,13.3853149353327
"13156","chr15",66676768,12.1602973937988,1.97369611263275,14.1840105834724
"13194","chr15",83760840,11.8896131515503,2.51632857322693,14.63628541354
"13223","chr15",76973883,12.3210973739624,3.99940729141235,16.4468943320267
"13231","chr15",8627272,12.552267074585,1.64463520050049,14.0331070857851
"13246","chr15",103530544,13.5980272293091,1.02902269363403,13.6831820526693
"13284","chr15",38696613,12.9717636108398,1.62713074684143,14.4207543659493
"13342","chr15",34536030,12.254207611084,1.46566689014435,13.3921358661103
"13343","chr15",76231000,12.1846771240234,1.46575689315796,13.3227881500384
"13380","chr15",85209524,11.7110090255737,2.37119317054749,14.2808573006203
"13433","chr16",35839854,14.7526798248291,1.01833438873291,14.8067570103592
"13434","chr16",4980174,14.259126663208,0.814548850059509,13.6485943057714
"13437","chr16",79168371,16.0435256958008,1.84478080272675,17.866186963674
"13440","chr16",57611957,13.6383333206177,1.17363476753235,14.1148798028908
"13441","chr16",93615683,16.7038631439209,1.36167860031128,17.6227479270873
"13447","chr16",81330722,15.9475679397583,0.652293682098389,14.6758480925084
"13450","chr16",72356730,15.7865133285522,0.979298233985901,15.7242487848
"13452","chr16",4630114,13.4921607971191,2.096351146698,15.695325145265
"13461","chr16",45197013,15.1469221115112,2.59498023986816,17.9852035348202
"13462","chr16",95196815,16.2447700500488,0.397816926240921,13.5011860359067
"13466","chr16",29729043,15.208137512207,1.88258194923401,17.0911723723919
"13468","chr16",18345409,14.4786672592163,1.69213771820068,16.0442589150254
"13470","chr16",13023074,15.8325748443604,0.658626973628998,14.5896147578486
"13475","chr16",38632250,11.7680625915527,2.27048921585083,14.2087389578761
"13478","chr16",35110607,13.5833206176758,1.72616469860077,15.208171515319
"13483","chr16",10088918,16.4672012329102,1.11756122112274,16.7980303431675
"13484","chr16",92520010,14.0126686096191,1.00933158397675,14.0403148259189
"13494","chr16",32813127,13.5926942825317,1.39460265636444,14.582690473153
"13496","chr16",77252505,14.1294317245483,0.936717629432678,13.9348509710476
"13501","chr16",33820959,12.9220819473267,3.14509153366089,16.3326281308187
"13502","chr16",19003147,15.5481567382812,0.528050780296326,13.6475054131773
"13503","chr16",19146785,15.5481567382812,0.626994431018829,14.1586966980735
"13505","chr16",32638654,16.2762241363525,0.694327235221863,15.1903791557944
"13506","chr16",10873794,14.5423412322998,2.35912036895752,17.0969963549209
"13512","chr16",33306742,13.8638868331909,1.80443954467773,15.6207374997621
"13522","chr16",68614221,13.5421504974365,1.85738682746887,15.385081710347
"13524","chr16",92385239,17.2343139648438,2.29176664352417,19.7027536544924
"13525","chr16",25964036,16.1158008575439,1.73428905010223,17.7546278317348
"13526","chr16",32115482,14.8587999343872,3.13060021400452,18.2556001311129
"13534","chr16",95615751,13.8414726257324,2.33516240119934,16.3657459611988
"13538","chr16",78969490,14.1543521881104,1.40641927719116,15.1694619331003
"13541","chr16",34531687,15.0385160446167,0.866702020168304,14.6127047281376
"13547","chr16",4551205,16.3942451477051,0.681445062160492,15.2526579705484
"13548","chr16",40739184,13.8482131958008,0.977006077766418,13.7789737708228
"13550","chr16",27468963,15.5241060256958,0.59660404920578,13.986763967157
"13551","chr16",91218134,11.4222326278687,1.92109560966492,13.3655449228301
"13552","chr16",91936514,13.962929725647,2.17516136169434,16.2759387297909
"13553","chr16",33193829,15.3147630691528,0.699469029903412,14.2508787907131
"13554","chr16",23550513,14.7774028778076,1.2546728849411,15.4526849989173
"13555","chr16",26234324,13.846474647522,0.966264188289642,13.7443287966593
"13556","chr16",10565673,14.6191282272339,0.753660023212433,13.7773463193842
"13557","chr16",84955631,14.6191282272339,1.62205243110657,16.0588148758402
"13560","chr16",91358620,15.0177049636841,2.82101631164551,18.1045745991505
"13563","chr16",43540258,14.4070110321045,1.0876669883728,14.6571372139505
"13564","chr16",75343467,14.0396108627319,0.976567924022675,13.9690363018229
"13571","chr16",87746902,15.4092922210693,3.43596458435059,19.0831195433243
"13573","chr16",39109548,11.9934139251709,1.65505945682526,13.4930601597243
"13587","chr16",20804696,15.0815563201904,0.84012508392334,14.5630450957153
"13588","chr16",21392284,13.6428117752075,2.19761443138123,15.9863876618599
"13590","chr16",5306771,15.7970399856567,1.47074449062347,16.9452619257559
"13592","chr16",8406851,15.2898807525635,0.959085881710052,15.1655405161245
"13595","chr16",91023567,14.9371967315674,0.687911987304688,13.8237229418262
"13598","chr16",38619236,14.733865737915,1.76702618598938,16.4283537038601
"13606","chr16",8883819,15.6081399917603,4.6514458656311,20.183476196733
"13612","chr16",92341129,15.5449371337891,1.00675809383392,15.5649846078014
"13613","chr16",18443658,14.7172784805298,3.85478353500366,18.73344880029
"13615","chr16",93918526,14.3054246902466,2.8831934928894,17.4571848908954
"13622","chr16",6791820,13.8664131164551,1.51228332519531,15.0975349351625
"13631","chr16",31458365,13.5453853607178,1.67989718914032,15.0893678084301
"13649","chr16",18031937,13.5392875671387,1.68681514263153,15.0955021157883
"13654","chr16",91954957,13.5392875671387,1.07223033905029,13.7468680030366
"13666","chr16",44242788,13.5664939880371,2.98682594299316,16.8233608328577
"13672","chr16",22564765,15.6964750289917,1.16019928455353,16.1387512886698
"13676","chr16",89774497,12.5972871780396,2.00095677375793,14.6618297494749
"13679","chr16",31878723,12.3609800338745,1.54148554801941,13.6490293119032
"13691","chr16",10417033,13.6828336715698,1.30595588684082,14.4773535256059
"13702","chr16",62940795,15.3906078338623,1.20257747173309,15.9396653625474
"13704","chr16",18626717,13.0929794311523,1.28232443332672,13.8331467245305
"13715","chr16",8806872,13.1816415786743,2.49720406532288,15.9056059211798
"13723","chr16",10073384,14.9360914230347,2.56981897354126,17.7453719577752
"13778","chr16",78197663,13.3381309509277,1.61218631267548,14.7596580775284
"13795","chr16",17558121,15.0835161209106,1.7960798740387,16.8265453374935
"13810","chr16",6503766,14.429313659668,0.859904110431671,13.9800647411535
"13833","chr16",59474978,13.5165586471558,2.23168659210205,15.9059278254705
"13836","chr16",65629380,13.3744812011719,2.22134327888489,15.7500231979228
"13846","chr16",45757049,14.5508975982666,1.49288511276245,15.7435931902649
"13852","chr16",58299640,12.4298229217529,1.79126346111298,14.1648596898265
"13926","chr16",94816590,12.6810579299927,1.88632321357727,14.5700020371966
"13930","chr16",72649452,13.4525737762451,0.981017053127289,13.395528783942
"13934","chr16",90380076,15.1375932693481,1.12658250331879,15.492352713419
"13942","chr16",50841883,12.7009325027466,1.20734167098999,13.2617584153549
"13949","chr16",64846123,12.8058576583862,2.11361932754517,15.0334393712693
"13954","chr16",49164532,14.2073574066162,1.79512846469879,15.9488095362545
"13957","chr16",56800651,13.2194356918335,1.39782881736755,14.21630941292
"13960","chr16",91694879,13.8543386459351,1.2990288734436,14.6330288729908
"13986","chr16",77099357,12.9144010543823,1.54495108127594,14.2091344134327
"13991","chr16",16855046,13.2829713821411,1.83558106422424,15.0907522473992
"14008","chr16",95658988,13.1171979904175,1.66622972488403,14.6368652984041
"14015","chr16",96230595,13.5701589584351,1.58352053165436,14.9382865701806
"14025","chr16",94038378,12.3942880630493,1.99231958389282,14.4459548827697
"14049","chr16",90381813,11.5027132034302,3.61715579032898,15.3295013450639
"14186","chr16",42276635,11.5647792816162,3.29454588890076,15.1135082592225
"14187","chr16",91081637,12.667685508728,2.03855776786804,14.7876410608283
"14215","chr16",41258498,11.8238973617554,1.75500643253326,13.4980695857094
"14245","chr16",92565868,13.2042007446289,2.63724732398987,16.090572073897
"14246","chr16",9009617,13.0153760910034,3.12024831771851,16.4023178033962
"14272","chr16",11036250,11.9259757995605,3.59386038780212,15.7335328433829
"14282","chr16",14237499,13.9507541656494,1.98109328746796,15.9856018841824
"14299","chr16",97313042,13.252872467041,3.29517483711243,16.8021696125494
"14341","chr16",30539585,13.842490196228,1.45255208015442,14.9536652431965
"14372","chr16",85807825,13.9852533340454,2.0394721031189,16.1065435868359
"14374","chr16",10280459,13.1956577301025,2.10842132568359,15.4159104710936
"14411","chr16",89773981,10.3145885467529,2.98693704605103,13.5715661066695
"14430","chr16",88392950,13.3080797195435,1.35877525806427,14.2206114003746
"14433","chr16",32659616,13.805006980896,2.34535241127014,16.3422404802098
"14440","chr16",57634347,11.6658906936646,2.5081787109375,14.4029072062095
"14445","chr16",91512578,12.3048048019409,2.78258323669434,15.3508449744104
"14446","chr16",87597694,10.8909072875977,2.33265686035156,13.4119852886703
"14461","chr16",42169924,13.4825811386108,2.01750230789185,15.5716342293285
"14516","chr16",3123052,12.6399383544922,4.70993375778198,17.2524675055544
"14636","chr16",49278660,12.8986883163452,3.27972030639648,16.4339929202293
"14639","chr16",33023972,12.9665937423706,2.41205596923828,15.5872982855484
"14641","chr16",44484259,13.2966833114624,2.20943546295166,15.6562267107341
"14665","chr16",34897189,12.193977355957,1.43350851535797,13.2658718201435
"14666","chr16",56771583,11.7144060134888,3.10973453521729,15.0913015363759
"14687","chr16",90323088,12.8820743560791,1.86673033237457,14.7399409467117
"14701","chr16",71247684,12.4283723831177,1.52262187004089,13.6797731200299
"14747","chr16",18696599,10.9792098999023,2.91098856925964,14.159526791562
"14765","chr16",5881976,10.7332754135132,2.67598247528076,13.6630460870596
"14767","chr16",55951149,12.2544250488281,2.98323917388916,15.5077154348935
"14876","chr16",32697294,10.6062021255493,3.2792055606842,14.141039544495
"14931","chr16",5202853,12.2578353881836,1.4337397813797,13.330210000613
"14960","chr16",93906365,10.8913478851318,3.77471971511841,14.8450462920677
"15002","chr17",72606428,16.8476543426514,1.80503737926483,18.6054909835071
"15004","chr17",55702630,16.668981552124,1.66665124893188,18.189401749837
"15008","chr17",87602090,14.446102142334,1.30849730968475,15.2464086170029
"15011","chr17",86496588,15.2453784942627,1.18138897418976,15.7415257165236
"15017","chr17",45735630,16.7038631439209,1.29045724868774,17.4628482109775
"15019","chr17",84114096,15.9838304519653,0.828267097473145,15.423008651896
"15024","chr17",8614350,15.8641672134399,2.63276028633118,18.7454700667153
"15026","chr17",56357734,15.3178453445435,1.5948930978775,16.7072729134571
"15027","chr17",5252629,13.9124641418457,1.28299629688263,14.6541905146484
"15030","chr17",26895737,15.2924289703369,1.03987181186676,15.4088006304647
"15033","chr17",56897809,16.0236835479736,1.28864276409149,16.7784805444662
"15034","chr17",35739845,15.4777145385742,4.32407999038696,19.8358331433283
"15037","chr17",35544874,15.353515625,2.06850504875183,17.5168784562611
"15038","chr17",12036384,17.5747737884521,1.02857375144958,17.6586297616947
"15040","chr17",81193612,15.9042482376099,1.08103597164154,16.1361727919822
"15043","chr17",78598814,14.9780626296997,4.18556308746338,19.2392734630552
"15049","chr17",31138577,15.1536083221436,1.17967510223389,15.6454343929146
"15059","chr17",31331469,12.9029674530029,1.33758521080017,13.7687157391622
"15060","chr17",35584463,14.1624441146851,1.89706754684448,16.0682937310773
"15062","chr17",28855356,15.2024297714233,1.05707383155823,15.3676363904462
"15066","chr17",50814270,13.3580904006958,1.20648396015167,13.9168010529068
"15067","chr17",70429880,14.4151973724365,1.09362745285034,14.6815901138936
"15068","chr17",15787227,15.9679718017578,1.67953908443451,17.5113196898403
"15069","chr17",27033039,16.2782878875732,2.8184187412262,19.36241556643
"15071","chr17",83271678,16.2549571990967,0.882238805294037,15.882030124798
"15077","chr17",45296544,11.7680625915527,2.01092886924744,13.8474019558584
"15081","chr17",56111997,16.8758430480957,0.96680736541748,16.7753699138546
"15082","chr17",73303411,16.8758430480957,1.23635673522949,17.5073536181196
"15083","chr17",43012884,15.2468137741089,1.42618489265442,16.3034629284907
"15085","chr17",74673443,14.515923500061,2.02862310409546,16.6213382164525
"15086","chr17",4778366,16.4992294311523,1.04805898666382,16.6389436792822
"15089","chr17",25398006,17.0390014648438,1.56260812282562,18.367559373157
"15090","chr17",45663457,15.4986763000488,3.41514873504639,19.1544167639552
"15091","chr17",26466829,15.0798168182373,1.48383271694183,16.254409182193
"15094","chr17",64916908,10.3429956436157,3.06642532348633,13.6781468181273
"15099","chr17",31122124,15.0022821426392,1.23180592060089,15.6228166980317
"15100","chr17",33968679,14.9381122589111,2.89627599716187,18.103347574189
"15101","chr17",24173607,12.0559072494507,2.5589451789856,14.8525666651659
"15103","chr17",27078112,13.8489046096802,1.85491931438446,15.6878790183812
"15104","chr17",28094027,13.8489046096802,0.835644006729126,13.3144750332913
"15105","chr17",33897271,13.8489046096802,3.5414252281189,17.6127146946552
"15106","chr17",34209853,13.8489046096802,0.963199496269226,13.7373033696019
"15107","chr17",47268010,13.8489046096802,1.91578328609467,15.7839748493759
"15111","chr17",28593185,15.4846229553223,0.9118772149086,15.2100455041019
"15116","chr17",29603475,11.8716011047363,1.94700944423676,13.8547946472675
"15117","chr17",14524606,14.9803285598755,1.03964555263519,15.0960525219749
"15118","chr17",34170953,16.0084915161133,2.01186466217041,18.0892156605955
"15119","chr17",29371530,15.6979074478149,0.501709640026093,13.6449483935198
"15121","chr17",34855980,15.1818647384644,0.782606065273285,14.4522596088937
"15122","chr17",28762057,15.3323802947998,1.04834818840027,15.4729157526442
"15125","chr17",62310259,12.4604415893555,1.53997397422791,13.7455707403998
"15128","chr17",66235297,15.76282787323,2.68438220024109,18.7019267908617
"15130","chr17",87036681,13.4006242752075,1.3457190990448,14.2844176250813
"15131","chr17",93158643,14.6742849349976,1.8147634267807,16.4481164775895
"15141","chr17",73572627,14.706166267395,0.732987105846405,13.7815995442284
"15143","chr17",84837931,12.0006265640259,1.63159656524658,13.4577752895742
"15144","chr17",47598208,14.3420238494873,4.47652244567871,18.803267888675
"15150","chr17",12416406,16.2165031433105,2.32385396957397,18.726327478161
"15152","chr17",35296004,11.4949331283569,3.35671329498291,15.0993037994247
"15153","chr17",35389982,11.4949331283569,2.35702419281006,14.0469423748299
"15154","chr17",35435034,11.4949331283569,6.08430910110474,16.8695509607426
"15155","chr17",35465868,11.4949331283569,4.20231771469116,15.7680347846936
"15157","chr17",27061910,13.7045955657959,0.959817826747894,13.5825259999024
"15159","chr17",35254873,14.3114099502563,1.26654767990112,15.0147300891394
"15163","chr17",45748637,15.3010940551758,0.776006698608398,14.5462834183325
"15165","chr17",31011703,13.6104183197021,1.97677946090698,15.6387777543735
"15169","chr17",74811016,14.4040784835815,0.877628266811371,14.0155558269411
"15170","chr17",83025492,16.0528984069824,1.58265054225922,17.4193903008158
"15177","chr17",28092479,14.3068599700928,0.956928551197052,14.1758170779713
"15181","chr17",42658800,16.6481494903564,1.50084543228149,17.8566738692423
"15182","chr17",45478631,15.1919212341309,2.86182618141174,18.3215408452836
"15185","chr17",67915193,14.5720529556274,1.05854654312134,14.741403470606
"15187","chr17",27002079,15.3059539794922,1.24417066574097,15.9562169024936
"15190","chr17",67651671,13.1999168395996,2.15911674499512,15.4908893054383
"15191","chr17",9031905,16.291051864624,1.19679439067841,16.8257613930626
"15202","chr17",31019720,15.3540239334106,1.37821817398071,16.3088442587638
"15205","chr17",29397072,14.4511680603027,0.793207824230194,13.7616134702711
"15208","chr17",24903306,14.6584997177124,0.827906131744385,14.0963804724129
"15215","chr17",24391337,13.6428117752075,1.68647384643555,15.1984240323806
"15221","chr17",46525773,15.6266088485718,0.934299886226654,15.4243357036158
"15228","chr17",75931164,11.2921438217163,2.70166683197021,14.2503465557498
"15233","chr17",45846005,14.9371967315674,0.845269083976746,14.4368544492734
"15247","chr17",30559691,13.040301322937,2.55158162117004,15.8283834278302
"15252","chr17",46904054,13.7093238830566,2.16779971122742,16.0122422523851
"15259","chr17",90809358,12.1618404388428,1.5334335565567,13.4343013930009
"15260","chr17",34654075,14.4724130630493,1.54394054412842,15.7651989177164
"15265","chr17",13472611,15.3175029754639,2.25066161155701,17.7320725895001
"15267","chr17",85023686,12.4022312164307,2.92486619949341,15.5967041054015
"15268","chr17",35578368,12.989070892334,6.67195177078247,18.6381153505435
"15271","chr17",6111113,12.3311042785645,1.45570290088654,13.4487287387078
"15290","chr17",28324595,13.5392875671387,1.11030423641205,13.8507257937288
"15291","chr17",28777001,13.5392875671387,1.80618846416473,15.2990217069192
"15295","chr17",46336664,13.5392875671387,2.70230603218079,16.4981944307188
"15297","chr17",79203666,13.5392875671387,1.27784180641174,14.2690318376976
"15300","chr17",31685660,15.2659101486206,2.56890511512756,18.0741320332779
"15305","chr17",83872935,13.9735050201416,1.78559839725494,15.6991135223212
"15307","chr17",30653185,12.4025554656982,5.35153913497925,17.395208332297
"15309","chr17",3273929,12.0272445678711,1.71494686603546,13.6326892631619
"15310","chr17",28386372,13.9362678527832,1.41615891456604,14.9719188703816
"15312","chr17",27071931,15.7352142333984,0.659261882305145,14.4951220292057
"15319","chr17",30818735,13.946192741394,1.1709817647934,14.4160033353563
"15323","chr17",28106544,13.4754724502563,2.40068006515503,16.082106040684
"15324","chr17",29896247,13.3352851867676,2.92835688591003,16.5333082087704
"15327","chr17",46975367,14.5276689529419,2.74116635322571,17.5290736269321
"15341","chr17",43265341,15.0945110321045,1.3797527551651,16.0526436527426
"15349","chr17",86484494,12.5341558456421,1.37925660610199,13.4912179634423
"15358","chr17",32635234,14.9349956512451,2.2543773651123,17.3544752174847
"15362","chr17",7444009,13.9289789199829,2.08590579032898,16.1172756201038
"15369","chr17",49736544,15.5120468139648,2.52802038192749,18.2725167592759
"15377","chr17",27189995,13.8419675827026,1.29217767715454,14.6049181910933
"15380","chr17",27004618,13.1855945587158,2.1912100315094,15.5204836547398
"15382","chr17",47371638,15.0133361816406,1.82905864715576,16.8105219103641
"15387","chr17",12039359,14.4385147094727,1.86968278884888,16.3010851940606
"15392","chr17",80601544,13.7619552612305,1.19811522960663,14.2999479311049
"15400","chr17",64231355,13.9423551559448,0.984184265136719,13.8949041540825
"15407","chr17",35829902,13.4119777679443,1.00121247768402,13.4155844632753
"15413","chr17",56736719,13.9282598495483,1.32637572288513,14.768959198662
"15416","chr17",32075343,14.1486978530884,1.7606338262558,15.8323987420778
"15420","chr17",33439341,14.1276893615723,2.71804404258728,17.1038805543302
"15437","chr17",89654553,14.6087636947632,1.50937247276306,15.8341509000258
"15441","chr17",28538081,11.9661378860474,1.63630855083466,13.4318700962071
"15442","chr17",88653154,13.8315372467041,1.81369602680206,15.6036175973765
"15443","chr17",5796057,13.8363590240479,0.954811632633209,13.6987243280623
"15455","chr17",80048426,13.9859161376953,1.29909145832062,14.7647497613855
"15458","chr17",28373992,13.3392353057861,1.86630511283875,15.1964238180128
"15487","chr17",56125160,13.4351320266724,1.09617578983307,13.7084523357739
"15488","chr17",87882808,12.3712749481201,2.17199039459229,14.6799416922172
"15490","chr17",28880010,13.4051055908203,2.15662789344788,15.6926450699807
"15494","chr17",49951690,13.4643268585205,1.9516407251358,15.4545919715721
